system:index,LST_Day_1km,NDVI,NDVI_Landsat,NDVI_Sentinel,date,sm_surface,.geo
2022_10_24_6_0,15409,2084.717391304348,0.11972634,0.12559368,2022-10-24,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56249989602284,22.996119273693527]}"
2022_10_24_7_0,15423,2043.7826086956522,0.103444286,0.17074494,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.60641568244475,23.00511247961613]}"
2022_10_24_8_0,15352,3491.891304347826,0.19112115,0.22878009,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4939042288539,23.03209209738393]}"
2022_10_24_9_0,15454,1720.391304347826,0.08897482,0.07903232,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59171380777985,23.01410568553873]}"
2022_10_24_10_0,15431,1396.6304347826087,0.067142755,0.06433361,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64549661313927,23.00511247961613]}"
2022_10_24_11_0,15427,1842.9782608695652,0.07321303,0.06879596,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58678329668841,23.023098891461334]}"
2022_10_24_12_0,15408,4229.630434782609,0.2025676,0.2769266,2022-10-24,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69927404016167,22.996119273693527]}"
2022_10_24_13_0,15237,4005.6739130434785,0.20457318,0.2218459,2022-10-24,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65123495741969,22.870214390777093]}"
2022_10_24_14_0,15421,4283.652173913043,0.19112176,0.23801564,2022-10-24,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71845301046318,23.104037744764746]}"
2022_10_24_15_0,15467,3555.195652173913,0.17194562,0.1742261,2022-10-24,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49357247113771,23.104037744764746]}"
2022_10_24_16_0,15408,2621.891304347826,0.13627352,0.1475778,2022-10-24,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58151586476549,23.122024156609953]}"
2022_10_24_17_0,15390,3721.1521739130435,0.16326308,0.18628092,2022-10-24,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.66038855703862,22.960146450003116]}"
2022_10_24_18_0,15374,3519.5,0.15200542,0.21029116,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.47446320037318,23.01410568553873]}"
2022_10_24_19_0,15335,4058.1521739130435,0.19503741,0.24921349,2022-10-24,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44000866791028,23.05907171515174]}"
2022_10_24_20_0,15361,3620.391304347826,0.18925665,0.24073209,2022-10-24,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65974566359348,23.122024156609953]}"
2022_10_24_21_0,15362,3933.3478260869565,0.19620468,0.23889858,2022-10-24,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45515467080062,22.97813286184832]}"
2022_10_24_22_0,15243,4426.695652173913,0.20949808,0.3141223,2022-10-24,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6464261642742,22.8612211848545]}"
2022_10_24_23_0,15383,3109.7391304347825,0.1507043,0.19814895,2022-10-24,0.14768457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46469231642263,23.01410568553873]}"
2022_10_24_24_0,15300,4099.130434782609,0.17893349,0.21856867,2022-10-24,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65109802899704,22.8882008026223]}"
2022_10_24_25_0,15408,1905.6739130434783,0.106272526,0.10794487,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52797597516883,23.05907171515174]}"
2022_10_24_26_0,15414,2863.1304347826085,0.096195266,0.11456483,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58177203857377,23.050078509229134]}"
2022_10_24_27_0,15396,4600.0,0.24726354,0.34868902,2022-10-24,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51779382895755,23.18497659806816]}"
2022_10_24_28_0,15352,3491.891304347826,0.19112115,0.22878009,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4939042288539,23.03209209738393]}"
2022_10_24_29_0,15383,3109.7391304347825,0.1507043,0.19814895,2022-10-24,0.14768457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46469231642263,23.01410568553873]}"
2022_10_24_30_0,15338,4260.739130434783,0.19180073,0.23602782,2022-10-24,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44978281316119,23.05907171515174]}"
2022_10_24_31_0,15457,2497.3695652173915,0.11069011,0.14879939,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57684670142362,23.05907171515174]}"
2022_10_24_32_0,15265,4000.8695652173915,0.19893405,0.22519708,2022-10-24,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48980431946825,22.915180420390108]}"
2022_10_24_33_0,15353,4185.021739130435,0.1653577,0.18524869,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50377585222483,23.01410568553873]}"
2022_10_24_34_0,15407,2003.3695652173913,0.10433617,0.10214447,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.5329045768982,23.050078509229134]}"
2022_10_24_35_0,15367,4406.826086956522,0.22238351,0.28317744,2022-10-24,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51787474186833,23.149003774377753]}"
2022_10_24_36_0,15321,4667.54347826087,0.21694656,0.31140375,2022-10-24,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68002704504516,22.942160038157912]}"
2022_10_24_37_0,15409,4410.673913043478,0.21450306,0.2880328,2022-10-24,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.60594032332091,23.131017362532557]}"
2022_10_24_38_0,15411,4408.391304347826,0.16910246,0.18951164,2022-10-24,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59608676451002,23.166990186222957]}"
2022_10_24_39_0,15430,4221.891304347826,0.19713832,0.25541288,2022-10-24,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4895304186384,22.951153244080515]}"
2022_10_24_40_0,15367,3848.913043478261,0.1835256,0.20766045,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49894312303475,23.00511247961613]}"
2022_10_24_41_0,15396,4078.4565217391305,0.18519548,0.25723746,2022-10-24,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39641700671143,22.996119273693527]}"
2022_10_24_42_0,15350,4607.130434782609,0.22927244,0.29978332,2022-10-24,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48357206056741,23.175983392145564]}"
2022_10_24_43_0,15380,3517.4565217391305,0.19479768,0.21369947,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48386862085555,23.086051332919542]}"
2022_10_24_44_0,15229,4575.630434782609,0.21524379,0.29365337,2022-10-24,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39597612130719,23.06806492107434]}"
2022_10_24_45_0,15438,4296.04347826087,0.18787487,0.24302585,2022-10-24,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69919353123602,23.01410568553873]}"
2022_10_24_46_0,15443,2608.586956521739,0.11135738,0.15712892,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58655032082466,23.07705812699695]}"
2022_10_24_47_0,15475,2183.2608695652175,0.10105205,0.12178418,2022-10-24,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62102645963157,23.01410568553873]}"
2022_10_24_48_0,15335,4058.1521739130435,0.19503741,0.24921349,2022-10-24,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44000866791028,23.05907171515174]}"
2022_10_24_49_0,15383,3917.4565217391305,0.18134107,0.22603312,2022-10-24,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54721681927775,23.149003774377753]}"
2022_10_24_50_0,15400,3558.586956521739,0.16028126,0.22996762,2022-10-24,0.1474005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.46424022687789,23.104037744764746]}"
2022_10_24_51_0,15423,1605.7608695652175,0.09303042,0.08974927,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55722396462376,23.07705812699695]}"
2022_10_24_52_0,15412,1642.5434782608695,0.099375516,0.099185966,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51848358838203,23.00511247961613]}"
2022_10_24_53_0,15375,4685.826086956522,0.21113905,0.304907,2022-10-24,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43079834592835,22.969139655925723]}"
2022_10_24_54_0,15450,1988.195652173913,0.11584745,0.14851323,2022-10-24,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62132063224091,22.960146450003116]}"
2022_10_24_55_0,15353,3662.586956521739,0.18624943,0.22567062,2022-10-24,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.5034989047508,23.06806492107434]}"
2022_10_24_56_0,15379,4134.869565217391,0.18820433,0.2257403,2022-10-24,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48471338705612,22.942160038157912]}"
2022_10_24_57_0,15393,3786.0434782608695,0.19071877,0.20675449,2022-10-24,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70904362188587,22.996119273693527]}"
